,country,ccode,year,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,participants,protesteridentity,sources,notes,protesterdemands,stateresponses,countryCode,ccYear,urbanpop,gdpgrowth,inflation,gdppercap,salariedEmployment,vulnerableEmployment
1721,Ecuador,130,2000,1,5,18.0,1.0,2000.0,18.0,1.0,2000.0,0.0,700,oil workers and students,"the washington post, january 18, 2000, tuesday, a section; pg. a14, ecuadoran protesters tear gassed ;","some 500 ecuadoran indians, managing to elude police and military efforts to stop them, gathered tuesday at a park downtown in this capital city to hold a protest calling for president jamil mahuad s resignation. the 500 strong showing was despite authorities efforts to take the wind out of indians plans, since late last week, for a popular, indigenous uprising. other groups of indians tuesday were moving toward the capital and some had already reached the city s outskirts, local radio stations reported.","political behavior, process",crowd dispersal,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1722,Ecuador,130,2000,1,6,19.0,1.0,2000.0,19.0,1.0,2000.0,0.0,5000,indians,"agence france presse, january 20, 2000, thursday, international news, ecuadoran indigenous group marches demanding mahuad s resignation ;",organized by the confederation of ecuadoran indigenous nationalities,"political behavior, process",ignore,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1723,Ecuador,130,2000,1,7,20.0,1.0,2000.0,20.0,1.0,2000.0,0.0,8000,indians,"agence france presse, january 20, 2000, thursday, international news, indigenous ecuadorans spend a third day demonstrating in quito ;","numbers of indigenous protesters and their supporters gathering in the ecuadoran capital rose to 8,000 thursday, as they carried out a third day of peaceful demonstrations. as many of the demonstrators crowded together at el arbolito park in an area of quito, close to key government buildings, indigenous ecuadorans protesting outside the capital blocked roads in the south of the country. they are demanding the resignation of president jamil mahuad, in protest at his proposal to dollarize the ailing economy, pegging the local currency, the sucre, at 25,000 to the dollar.","political behavior, process",crowd dispersal,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1724,Ecuador,130,2000,1,8,3.0,2.0,2000.0,3.0,2.0,2000.0,0.0,500,"family members of the detained officers, indigenous ecuadorans and human rights activists","agence france presse, february 3, 2000, thursday, international news, ecuadoran police disperse protesters demanding officers release ;","ecuadoran police used tear gas thursday to disperse about 500 protesters demanding the release of a group of military officers who took part in last month s civilian military coup that toppled president jamil mahuad. the marchers included family members of the detained officers as well as indigenous ecuadorans and human rights activists, who held a rally at el arbolito park, in front of the constitutional court. waving ecuadoran flags, the protesters tried to march toward the carondelet palace, which is the seat of government, but they were met by cordons of police who hurled tear gas canisters.","political behavior, process",crowd dispersal,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1725,Ecuador,130,2000,1,9,25.0,4.0,2000.0,26.0,4.0,2000.0,0.0,50,ecuadorians mostly students,"agence france presse, april 26, 2000, wednesday, international news, ecuador faces second day of social tension and student protests ;","social tension continued for a second day in ecuador wednesday, as demonstrators and students protested a recent increase in local transportation fees and the dollarization of the economy. the main streets of this capital city were blocked by students, and police used tear gas to disperse them, although the students regrouped. public transportation was halted to avoid possible damage to vehicles, an official said and an army helicopter hovered over the city all morning. protests have also erupted around the country, including in the cities of cuenca y riobamba in the south and ibarra in the north, where students were marching in the streets and throwing rocks at police, but there have been no arrests.","price increases, tax policy",crowd dispersal,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1726,Ecuador,130,2000,1,10,1.0,5.0,2000.0,1.0,5.0,2000.0,0.0,1000,"workers, teachers, peasants, indians, students and other ecuadorian citizens","xinhua general news service, may 1, 2000, monday, ecuadorians march against dollarization ;",labor day,"political behavior, process-labor wage dispute",ignore,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1727,Ecuador,130,2000,1,11,15.0,5.0,2000.0,29.0,6.0,2000.0,0.0,100000,"teachers, professors, public employees of affiliates of peasant social service, petroleum employees and from the health sector","xinhua general news service, may 15, 2000, monday, ecuadorian teachers declare strike ; agence france presse, june 29, 2000, thursday, international news, teachers in ecuador reach deal with government, call off strike ;",general strike,labor wage dispute,accomodation,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1728,Ecuador,130,2000,1,12,6.0,6.0,2000.0,6.0,6.0,2000.0,0.0,1000,ecuadorians,"the globe and mail canada , january 7, 2000 friday, international news; world report; pg. a13, state of emergency fails to quell protests ;","police firing tear gas dispersed about 1,000 demonstrators marching on the presidential palace yesterday to demand president jamil mahuad s resignation, saying he has mismanaged ecuador s economy. protests were also held in the largest city, guayaquil, as well as in the southern city of cuenca, despite a state of emergency declared yesterday that gave the armed forces the power to maintain order and contain demonstrators. in several areas throughout the country, soldiers and police were patrolling provincial highways and guarding gas stations, state buildings and city streets, radio reported.","political behavior, process",crowd dispersal,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1729,Ecuador,130,2000,1,13,13.0,6.0,2000.0,13.0,6.0,2000.0,1.0,50,teachers,"bbc summary of world broadcasts, june 15, 2000, thursday, source: cre satelital radio web site, guayaquil teachers involved in protest, acts of vandalism ;","the teachers of guayaquil, organized under the national union of teachers une , were involved in acts of vandalism today in the northern part of the city. a group of 50 teachers burned tyres and set up a roadblock at a section of the road to daule, causing a traffic jam.",labor wage dispute,ignore,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1730,Ecuador,130,2000,1,14,14.0,6.0,2000.0,14.0,6.0,2000.0,0.0,50,peasants and indigenous people,"xinhua general news service, june 14, 2000, wednesday, ecuador s peasants, indigenous people put up roadblocks ;",blocking roads,"political behavior, process",ignore,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1731,Ecuador,130,2000,1,15,21.0,6.0,2000.0,29.0,6.0,2000.0,0.0,181,teachers,"agence france presse, june 27, 2000, tuesday, international news, 181 ecuadoran teachers on hunger strike ; agence france presse, june 29, 2000, thursday, international news, teachers in ecuador reach deal with government, call off strike ;",hunger strike,labor wage dispute,accomodation,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1732,Ecuador,130,2000,1,16,21.0,6.0,2000.0,21.0,6.0,2000.0,0.0,32000,medical doctors,"xinhua general news service, june 21, 2000, wednesday, ecuadorian medics start general strike ;",general strike,labor wage dispute,ignore,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1733,Ecuador,130,2000,1,17,4.0,9.0,2000.0,5.0,9.0,2000.0,0.0,50,indians,"agence france presse, september 5, 2000, tuesday, international news, quiet first day of indigenous protests at ecuador s dollarization plan ; bbc summary of world broadcasts, september 06, 2000, wednesday, source: cre satelital web site, sit;","the first day of a strike campaign organized by indigenous ecuadorans to protest government economic policy and the anti narcotics drive in neighboring colombia, had little impact monday. police said urban transport was uninterrupted, and no road blocks had been erected unlike events in january when a wave of protests against dollarization of the economy led to the overthrow of former president jamil mahuad s government. the current protests, organized by the confederation of indigenous nationalities of ecuador conaie were to be peaceful and to progress through this week, the organization s president antonio vargas had said.","political behavior, process",ignore,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1734,Ecuador,130,2000,1,18,27.0,12.0,2000.0,27.0,12.0,2000.0,0.0,50,fishermen,"the new york times, december 27, 2000, wednesday, section a; page 2; column 3; metropolitan desk, news summary ;","fishermen, unwilling to accept limits on their catch, are openly and violently defying ecuadorean government efforts to preserve a delicate and threatened ecosystem near the galapagos islands. the fishermen are protesting a 1998 law that established a marine reserve, prohibiting all but local residents from fishing in the protected area.","political behavior, process",ignore,ECU,"ECU,2000",27.0845334439229,1.0918015643576,50.0,1445.27932442901,57.5400009155273,34.6499991416931
1735,Ecuador,130,2001,1,1,2.0,1.0,2001.0,3.0,1.0,2001.0,0.0,50,students,"agence france presse, january 2, 2001, tuesday, international news, ecuadorian students protest high gas prices ; xinhua general news service, january 4, 2001, thursday, more protests against economic adjustments in ecuador ;","ecuador s police on tuesday used tear gas to disperse a group of students protesting against major gasoline and transportation price hikes introduced last week. around a dozen students were arrested at the demonstration outside the central university of quito, according to protest organizer luis villacis, president of the leftist popular front.","price increases, tax policy",crowd dispersal,ECU,"ECU,2001",27.2790611599531,4.01562989958492,37.6780209421416,1894.61619585804,56.7299995422363,36.4299998283387
1736,Ecuador,130,2001,1,2,4.0,1.0,2001.0,5.0,1.0,2001.0,0.0,50,bus drivers,"agence france presse, january 4, 2001, thursday, international news, protest paralyzes public transportation in ecuadorian capital ; agence france presse, january 5, 2001, friday, international news, bus drivers extend strike in ecuador as un;",strike against a court decision,"political behavior, process",ignore,ECU,"ECU,2001",27.2790611599531,4.01562989958492,37.6780209421416,1894.61619585804,56.7299995422363,36.4299998283387
1737,Ecuador,130,2001,1,3,10.0,1.0,2001.0,10.0,1.0,2001.0,0.0,50,ecuadorians,"agence france presse, january 11, 2001, thursday, international news, one injured, 37 arrested as protests continue over fuel price hike ;","protests over the government s decision to hike transport and fuel prices continued wednesday, as ecuadoran president gustavo noboa accused anarchist groups of attempts to destabilize democracy. a police officer was shot in the leg in student protests in cuenca, some 310 kilometers 193 miles south of the capital, while a total of 37 arrests were made around the country, police spokesman manuel sarmiento told afp. some 251 people have been arrested since january 2, when the wave of protests began after noboa announced december 27 a decree stating that fuel price increases would take effect the following day.","price increases, tax policy",crowd dispersal,ECU,"ECU,2001",27.2790611599531,4.01562989958492,37.6780209421416,1894.61619585804,56.7299995422363,36.4299998283387
1738,Ecuador,130,2001,1,4,21.0,1.0,2001.0,21.0,1.0,2001.0,0.0,50,ecuadorians,"bbc summary of world broadcasts, january 23, 2001, tuesday, source: cre satelital radio web site, demonstrators gather in quito for protest against economic policy ;","various social movements have been gathering today, sunday, in el arbolito park as a prelude to demonstrations against the regime s economic measures and to commemorate the first year since the overthrow of jamil mahuad as president of the republic.","political behavior, process",ignore,ECU,"ECU,2001",27.2790611599531,4.01562989958492,37.6780209421416,1894.61619585804,56.7299995422363,36.4299998283387
1739,Ecuador,130,2001,1,5,24.0,1.0,2001.0,25.0,1.0,2001.0,0.0,50,indians and other groups,"xinhua general news service, january 25, 2001, thursday, protesting indians set roadblocks in ecuador ; associated press online, january 25, 2001; thursday, international news, ecuador protests intensify ;",blocking roads,"political behavior, process",shootings,ECU,"ECU,2001",27.2790611599531,4.01562989958492,37.6780209421416,1894.61619585804,56.7299995422363,36.4299998283387
1740,Ecuador,130,2001,1,6,29.0,1.0,2001.0,30.0,1.0,2001.0,0.0,1000,indians,"agence france presse, january 29, 2001, monday, international news, ecuadoran indians, military face off in tense protests ; associated press online, january 31, 2001; wednesday, international news, protesters, police clash in ecuador ;","thousands of quechua indians poured into the capital monday to protest the state of the country s economy, with leaders calling for a nationwide uprising to improve economic conditions. a similar mass protest almost one year ago toppled the government of then president jamil mahuad with help from junior army officers. this year, however, the military seems to be firmly behind the government of president gustavo noboa. on monday the president announced that he would not tolerate protests, and described the indians as subversives.","political behavior, process",crowd dispersal,ECU,"ECU,2001",27.2790611599531,4.01562989958492,37.6780209421416,1894.61619585804,56.7299995422363,36.4299998283387
1741,Ecuador,130,2001,1,7,31.0,1.0,2001.0,31.0,1.0,2001.0,0.0,1000,indians and students for support,"agence france press, january 31, 2001, wednesday, international news, indigenous ecuadorans demand leader s release ; xinhua general news service, february 1, 2001, thursday, ecuadorian students protest in support of indigenous indians ;",blocking roads and demanding the release of their leader,"political behavior, process",crowd dispersal,ECU,"ECU,2001",27.2790611599531,4.01562989958492,37.6780209421416,1894.61619585804,56.7299995422363,36.4299998283387
1742,Ecuador,130,2001,1,8,2.0,2.0,2001.0,4.0,2.0,2001.0,0.0,1000,indians,"agence france presse, february 2, 2001, friday, international news, ecuador indian protestors refuse to give up until demands are met ; agence france presse, february 4, 2001, sunday, international news, protesting indians and farm workers bl;",blocking roads and protesting price hikes,"price increases, tax policy",ignore,ECU,"ECU,2001",27.2790611599531,4.01562989958492,37.6780209421416,1894.61619585804,56.7299995422363,36.4299998283387
1743,Ecuador,130,2001,1,9,5.0,2.0,2001.0,5.0,2.0,2001.0,1.0,5000,indians,"associated press online, february 6, 2001; tuesday, international news, indians, ecuadorean soldiers clash ; agence france presse, february 6, 2001, tuesday, international news, ecuadoran police clash with demonstrators as talks collapse ;","ecuadoran police clashed monday with more than 5,000 indian protesters occupying a local university but failed to dislodge them from the school following another breakdown of talks between the demonstrators and the government, local media reported. the clash followed the deaths of three indians during an operation by security forces to forcibly remove about 700 protesters blocking a bridge at puerto napo, 120 kilometers 75 miles southeast of quito, according to red cross officials.","price increases, tax policy-political behavior, process",shootings-crowd dispersal,ECU,"ECU,2001",27.2790611599531,4.01562989958492,37.6780209421416,1894.61619585804,56.7299995422363,36.4299998283387
1744,Ecuador,130,2001,1,10,26.0,3.0,2001.0,26.0,3.0,2001.0,0.0,50,public transport driver,"agence france press, march 26, 2001, monday, international news, ecuador s public transport drivers go on strike ;",general strike,"political behavior, process",ignore,ECU,"ECU,2001",27.2790611599531,4.01562989958492,37.6780209421416,1894.61619585804,56.7299995422363,36.4299998283387
1745,Ecuador,130,2001,1,11,11.0,7.0,2001.0,11.0,7.0,2001.0,0.0,100,doctors and nurses,"associated press online, july 11, 2001; wednesday, international news, ecuador police disperse strikers ;police fire tear gas at doctors and nurses marching in medical strike associated press international, july 11, 2001; wednesday, international news, 193 words","police launched tear gas wednesday to scatter a protest march by about 120 doctors and nurses during the ninth day of a national health workers strike. riot police intercepted the march downtown before the medics reached the government palace, where they planned to demand to see the government representative for guayas province, of which guayaquil is the capital.","political behavior, process-labor wage dispute",crowd dispersal,ECU,"ECU,2001",27.2790611599531,4.01562989958492,37.6780209421416,1894.61619585804,56.7299995422363,36.4299998283387
1746,Ecuador,130,2002,1,1,2.0,1.0,2002.0,3.0,1.0,2002.0,0.0,50,students,"agence france presse, january 3, 2002 thursday, international news, second day of protests over fuel price hikes ;","five people, including three minors, were arrested thursday during the second day of student protests against gasoline price hikes of up to 15 percent, police said. president gustavo noboa raised fuel prices on december 28 from an 8.5 percent increase on premium gasoline to as much as a 15.38 percent hike on diesel fuel but says the price hike is insignificant. people are protesting because they don t have anything else to do. that s their game, said noboa. protesters burned tires and blocked traffic in various parts of the city, including occidental avenue, the main thoroughfare out of downtown quito.","price increases, tax policy",arrests-crowd dispersal,ECU,"ECU,2002",27.3429495190195,4.09677665885357,12.4840185721018,2172.1018772447,58.0699996948242,35.6200003623963
1747,Ecuador,130,2002,1,2,11.0,1.0,2002.0,11.0,1.0,2002.0,1.0,50,students,"associated press worldstream, january 11, 2002 friday, international news, student shot dead during ecuador protest ;","a student was shot dead during a street protest against a recent government mandated hike in gas prices, police and student leaders said. damian pena, a 17 year old high school student, was killed friday during a demonstration in cuenca, ecuador s third largest city, 310 kilometers 190 miles south of quito, a student group said. student leaders accused the police of shooting pena, but the police denied responsibility.","price increases, tax policy",killings,ECU,"ECU,2002",27.3429495190195,4.09677665885357,12.4840185721018,2172.1018772447,58.0699996948242,35.6200003623963
1748,Ecuador,130,2002,1,3,1.0,5.0,2002.0,1.0,5.0,2002.0,0.0,10000,"ecuadorians unionized workers, politicians, indians, taxi drivers, merchants and pensioners","xinhua general news service, may 2, 2002, thursday, world news; political, ecuadorians march to protest low salaries and corruption ;",labor day demonstrations,"political behavior, process-labor wage dispute",ignore,ECU,"ECU,2002",27.3429495190195,4.09677665885357,12.4840185721018,2172.1018772447,58.0699996948242,35.6200003623963
1749,Ecuador,130,2002,1,4,8.0,5.0,2002.0,9.0,5.0,2002.0,0.0,10000,bus drivers,"associated press worldstream, may 8, 2002 wednesday, international news, ecuadorean police arrest drivers, seize buses in national strike ;",general strike and blocking roads nationwide,labor wage dispute,arrests,ECU,"ECU,2002",27.3429495190195,4.09677665885357,12.4840185721018,2172.1018772447,58.0699996948242,35.6200003623963
1750,Ecuador,130,2002,1,5,27.0,5.0,2002.0,28.0,5.0,2002.0,0.0,800,inmates and relatives and friends who had come to visit them,"associated press worldstream, may 27, 2002 monday, international news, relatives and friends join hundreds of inmates to stage prison protest in ecuador ; associated press worldstream, may 28, 2002 tuesday, international news, police raid ecu;",inmates started hunger strike,"political behavior, process",ignore,ECU,"ECU,2002",27.3429495190195,4.09677665885357,12.4840185721018,2172.1018772447,58.0699996948242,35.6200003623963
1751,Ecuador,130,2002,1,6,8.0,7.0,2002.0,8.0,7.0,2002.0,0.0,50,residents of canar province,"agence france presse, july 8, 2002 monday, international news, protestors in ecuador block roads, paralyze business ;",strike and blocking roads,"political behavior, process",ignore,ECU,"ECU,2002",27.3429495190195,4.09677665885357,12.4840185721018,2172.1018772447,58.0699996948242,35.6200003623963
1752,Ecuador,130,2002,1,7,8.0,7.0,2002.0,9.0,7.0,2002.0,0.0,14000,health workers,"xinhua general news service, july 9, 2002, tuesday, world news; political, ecuadorian health workers strike nationwide ;",general strike,labor wage dispute,ignore,ECU,"ECU,2002",27.3429495190195,4.09677665885357,12.4840185721018,2172.1018772447,58.0699996948242,35.6200003623963
1753,Ecuador,130,2002,1,8,28.0,10.0,2002.0,28.0,10.0,2002.0,0.0,1000,ecuadorians,"associated press worldstream, october 28, 2002 monday, international news, protesters against ftaa begin marches to capital ahead of ecuador summit ;",objecting to the proposed free trade area of the americas,"political behavior, process",ignore,ECU,"ECU,2002",27.3429495190195,4.09677665885357,12.4840185721018,2172.1018772447,58.0699996948242,35.6200003623963
1754,Ecuador,130,2002,1,9,27.0,11.0,2002.0,28.0,11.0,2002.0,0.0,50,soccer referees,"associated press worldstream, november 28, 2002 thursday, sports, ecuador soccer referees strike continues ;",general strike,"political behavior, process",ignore,ECU,"ECU,2002",27.3429495190195,4.09677665885357,12.4840185721018,2172.1018772447,58.0699996948242,35.6200003623963
1755,Ecuador,130,2002,1,10,11.0,12.0,2002.0,11.0,12.0,2002.0,0.0,25000,ecuadorians,"associated press worldstream, december 11, 2002 wednesday, international news;","more than 25,000 people marched through the capital wednesday, demanding better police protection against a crime wave in ecuador. the growing crime reflects the deepening economic problems of the country in recent years. once called an island of tranquility in a violent region, ecuador has slid into the pattern of violence that has characterized its neighbors peru and colombia, crime experts say. a week ago, ecuadoreans were shocked by a bank robbery in quito that resulted in the death of a police officer, a bank guard and five robbers.","political behavior, process",ignore,ECU,"ECU,2002",27.3429495190195,4.09677665885357,12.4840185721018,2172.1018772447,58.0699996948242,35.6200003623963
1756,Ecuador,130,2003,1,1,21.0,1.0,2003.0,30.0,1.0,2003.0,1.0,50,students,"agence france presse, january 31, 2003 friday, international news, police motorcyclist dies, student wounded in ecuadoran protests ;","a policeman died following an accident last week, and a university student was shot and wounded as student protests against the economic policies of president lucio gutierrez entered their ninth day, police said thursday...police said around 80 students had been arrested, and 15 police and a civilian were injured by stones and pellets from firearms. the students are protesting the gutierrez government s 39 percent fuel price increases and 38 percent land transport increases.","price increases, tax policy",arrests-killings-crowd dispersal,ECU,"ECU,2003",27.3182794679124,2.72287733695474,7.92941000523413,2425.85184175715,59.1599998474121,35.0899996757507
1757,Ecuador,130,2003,1,2,7.0,4.0,2003.0,8.0,4.0,2003.0,0.0,14000,health workers,"xinhua general news service, april 8, 2003, tuesday, world news; political, unpaid health workers begin 48 hour strike in ecuador ;",general strike,labor wage dispute,ignore,ECU,"ECU,2003",27.3182794679124,2.72287733695474,7.92941000523413,2425.85184175715,59.1599998474121,35.0899996757507
1758,Ecuador,130,2003,1,3,1.0,5.0,2003.0,1.0,5.0,2003.0,0.0,1000,"workers, peasants, indians and students","xinhua general news service, may 2, 2003, friday, world news; economic, ecuadorians demand economic restructuring ;",labor day demonstrations,"political behavior, process",ignore,ECU,"ECU,2003",27.3182794679124,2.72287733695474,7.92941000523413,2425.85184175715,59.1599998474121,35.0899996757507
1759,Ecuador,130,2003,1,4,9.0,6.0,2003.0,17.0,6.0,2003.0,0.0,14000,oil workers,"xinhua general news service, june 10, 2003, tuesday, world news; political, ecuadorian oil workers strike to protest privatization ; agence france presse, june 17, 2003 tuesday, financial pages, ecuador oil workers end strike ;",general strike against privatization,"political behavior, process",accomodation,ECU,"ECU,2003",27.3182794679124,2.72287733695474,7.92941000523413,2425.85184175715,59.1599998474121,35.0899996757507
1760,Ecuador,130,2003,1,5,18.0,8.0,2003.0,18.0,8.0,2003.0,0.0,18500,indians,"xinhua general news service, august 19, 2003, tuesday, world news; political, native ecuadorians march against government ;",organized by the ecuadorian federation of evangelic indians,"political behavior, process",ignore,ECU,"ECU,2003",27.3182794679124,2.72287733695474,7.92941000523413,2425.85184175715,59.1599998474121,35.0899996757507
1761,Ecuador,130,2003,1,6,21.0,8.0,2003.0,21.0,8.0,2003.0,0.0,7000,"people s congress indians, peasants, pensioners, students, teachers, housewives and leftists","xinhua general news service, august 22, 2003, friday, world news; political, protesters march in ecuador against government economic policy ;","large numbers of ecuadorians took to the streets of major cities in the country on thursday to protest the economic and social policies of president lucio gutierrez, who has been in office for only eight months. indians, peasants, pensioners, students, teachers, housewives and leftists formed a group called the people s congress and accused gutierrez of failing to keep his campaign promises, and of betraying the interests of ecuadorians. more than 7,000 demonstrators gathered around congress in the capital quito, the country s largest gathering, but the protest was peaceful.","political behavior, process",ignore,ECU,"ECU,2003",27.3182794679124,2.72287733695474,7.92941000523413,2425.85184175715,59.1599998474121,35.0899996757507
1762,Ecuador,130,2003,1,7,23.0,9.0,2003.0,23.0,9.0,2003.0,0.0,6000,electricity workers,"xinhua general news service, september 24, 2003, wednesday, world news; science & technology, electricity workers strikes in ecuador ;",general strike against privatization,"political behavior, process",ignore,ECU,"ECU,2003",27.3182794679124,2.72287733695474,7.92941000523413,2425.85184175715,59.1599998474121,35.0899996757507
1763,Ecuador,130,2003,1,8,13.0,10.0,2003.0,16.0,10.0,2003.0,0.0,50,banana producers,"xinhua general news service, october 17, 2003, friday, world news; military, ecuador sends troops to banana strike province ;",general strike and demonstrations,labor wage dispute,crowd dispersal,ECU,"ECU,2003",27.3182794679124,2.72287733695474,7.92941000523413,2425.85184175715,59.1599998474121,35.0899996757507
1764,Ecuador,130,2003,1,9,14.0,10.0,2003.0,14.0,10.0,2003.0,0.0,50,"members from the peasant social security confederation, the national union of professors, the popular front and the ecuadorian social security system","xinhua general news service, october 15, 2003, wednesday, world news; political, ecuador s largest city in turmoil over protests ;","a demonstration in ecuador s largest city of guayaquil to protest against the creation of a municipal social security system degenerated into turmoil tuesday, with three leaders of the protesters arrested. the demonstration turned violent as protesters tried to break into the provincial government building of guayas province to meet governor alberto merchan. the building is located in guayaquil, 275 km southwest of quito. members from the peasant social security confederation, the national union of professors, the popular front and the ecuadorian social security system participated in the protests, sparked by guayaquil mayor jaime nebot s proposal to create a municipal social security.","political behavior, process",crowd dispersal,ECU,"ECU,2003",27.3182794679124,2.72287733695474,7.92941000523413,2425.85184175715,59.1599998474121,35.0899996757507
1765,Ecuador,130,2003,1,10,11.0,11.0,2003.0,31.0,12.0,2003.0,0.0,120000,public school teachers,"associated press worldstream, december 10, 2003 wednesday, international news, striking teachers clash with police in ecuador ; agence france presse, december 31, 2003 wednesday, international news, ecuadoran public school teachers end strike;",general strike and demonstrations,labor wage dispute,accomodation,ECU,"ECU,2003",27.3182794679124,2.72287733695474,7.92941000523413,2425.85184175715,59.1599998474121,35.0899996757507
1766,Ecuador,130,2003,1,11,10.0,12.0,2003.0,10.0,12.0,2003.0,0.0,5000,teachers and students,"associated press worldstream, december 10, 2003 wednesday, international news, striking teachers clash with police in ecuador ;","police fired tear gas at about 5,000 striking public school teachers, students and parents who clashed with officers during a protest wednesday to demand teacher raises and better schools. no serious injuries were reported. this siege is in the name of human rights it s a takeover in the name of education, teachers union leader ernesto castillo told reporters about the protest, which was meant to be a symbolic takeover of quito s historic downtown. the protest, which was announced as a peaceful demonstration days ago, broke into violence when police fired tear gas at marchers advancing on the presidential palace. confronted by police, teachers and supporters set fires, hurled rocks and used clubs to fight police clad in riot gear. television images showed protesters among them children gagging on tear gas.",labor wage dispute,crowd dispersal,ECU,"ECU,2003",27.3182794679124,2.72287733695474,7.92941000523413,2425.85184175715,59.1599998474121,35.0899996757507
1767,Ecuador,130,2004,1,1,21.0,1.0,2004.0,21.0,1.0,2004.0,0.0,50,ecuadorians,"agence france presse, january 22, 2004 thursday, international news, ecuadorans protest in the streets ;","anti government protests coinciding with the fourth anniversary of the ouster of ecuadoran president jamil mahuad turned violent wednesday when police used tear gas to disperse the crowds. five people were injured and another nine were overcome by tear gas during demonstrations in the capital of the port city of guayaquil, according to the red cross. a total of 23 people were arrested in both cities, local television reported...protesters blasted economic and social policies of gutierrez, who was swept into office on a populist plank but now has low approval ratings.","political behavior, process",crowd dispersal,ECU,"ECU,2004",27.301048292966,8.21102091734038,2.74218132941644,2691.27768473838,56.4700012207031,35.5700006484985
1768,Ecuador,130,2004,1,2,16.0,2.0,2004.0,18.0,2.0,2004.0,0.0,1100,inmates and relatives and friends who had come to visit them,"agence france presse, february 16, 2004 monday, international news, inmates hold 470 hostages to protest prison conditions in ecuador ; associated press worldstream, february 16, 2004 monday, international news, visitors to overcrowded jail i;",taking 470 hostages,"political behavior, process",ignore,ECU,"ECU,2004",27.301048292966,8.21102091734038,2.74218132941644,2691.27768473838,56.4700012207031,35.5700006484985
1769,Ecuador,130,2004,1,3,16.0,2.0,2004.0,19.0,2.0,2004.0,0.0,3000,indians,"associated press worldstream, february 16, 2004 monday, international news, ecuador indians block roads to demand increased public works spending ; associated press worldstream, february 17, 2004 tuesday, international news, police clash with;",blocking roads,"political behavior, process",accomodation-crowd dispersal,ECU,"ECU,2004",27.301048292966,8.21102091734038,2.74218132941644,2691.27768473838,56.4700012207031,35.5700006484985
1770,Ecuador,130,2004,1,4,18.0,2.0,2004.0,18.0,2.0,2004.0,1.0,1000,"students, teachers, and indians","bbc sumary of world broadcasts, february 19, 2004, thursday, source: el universo web site, seventeen injured as ecuadoran indians clash with police, troops ;","more sectors answered the call to demonstrate in cotopaxi yesterday and the level of protest rose. there were continual clashes with the armed forces and police during the morning and afternoon at various locations in the province. students prepared molotov cocktails, threw stones at the soldiers and police, punctured the tyres of buses and vehicles travelling along the north pan american highway the main road between the central provinces , and hijacked three buses and two lorries to add to the seven held since monday 16 february .","political behavior, process",crowd dispersal,ECU,"ECU,2004",27.301048292966,8.21102091734038,2.74218132941644,2691.27768473838,56.4700012207031,35.5700006484985
1771,Ecuador,130,2004,1,5,22.0,3.0,2004.0,14.0,4.0,2004.0,0.0,50,prison guards,"morning star, april 14, 2004, pg. 3, ecuador struggles to end prisons uprising; ;",general strike,labor wage dispute,,ECU,"ECU,2004",27.301048292966,8.21102091734038,2.74218132941644,2691.27768473838,56.4700012207031,35.5700006484985
1772,Ecuador,130,2004,1,6,6.0,4.0,2004.0,14.0,4.0,2004.0,0.0,1000,inmates,"xinhua general news service, april 8, 2004, thursday, world news; political, prisoners in ecuadorian jails take 310 hostages amid turmoil ; agence france presse, april 8, 2004 thursday, international news, ecuadoran prisoners, government reac;",taking 310 hostages,"political behavior, process",crowd dispersal,ECU,"ECU,2004",27.301048292966,8.21102091734038,2.74218132941644,2691.27768473838,56.4700012207031,35.5700006484985
